,,,Xxchdamxx,ObstacleTitan99,dragonixr,NelikkTtv,JackyTunnaing,NeliKkTv,Bloodyraiis
stats,minecraft:mined,minecraft:magma_block,2.0,0.0,0.0,0.0,0.0,0.0,0.0
stats,minecraft:mined,minecraft:mangrove_log,0.0,0.0,0.0,0.0,6.0,0.0,0.0
stats,minecraft:mined,minecraft:mangrove_roots,2.0,0.0,8.0,0.0,0.0,0.0,0.0
stats,minecraft:mined,minecraft:mangrove_wood,0.0,0.0,218.0,0.0,0.0,0.0,0.0
stats,minecraft:mined,minecraft:moss_block,3.0,0.0,0.0,0.0,0.0,0.0,0.0
stats,minecraft:mined,minecraft:moss_carpet,0.0,0.0,0.0,0.0,0.0,0.0,1.0
stats,minecraft:mined,minecraft:mossy_cobblestone,2.0,0.0,0.0,0.0,1.0,0.0,29.0
stats,minecraft:mined,minecraft:mossy_cobblestone_stairs,1.0,0.0,0.0,0.0,0.0,0.0,0.0
stats,minecraft:mined,minecraft:mossy_stone_brick_slab,2.0,0.0,0.0,0.0,0.0,0.0,0.0
stats,minecraft:mined,minecraft:mossy_stone_bricks,25.0,0.0,1.0,0.0,0.0,0.0,0.0
stats,minecraft:mined,minecraft:mycelium,2.0,0.0,1.0,0.0,0.0,0.0,0.0
stats,minecraft:mined,minecraft:nether_quartz_ore,1.0,0.0,0.0,0.0,0.0,0.0,0.0
stats,minecraft:mined,minecraft:nether_wart,2.0,0.0,0.0,0.0,0.0,0.0,0.0
stats,minecraft:mined,minecraft:netherrack,51.0,0.0,0.0,0.0,0.0,0.0,0.0
stats,minecraft:mined,minecraft:note_block,1.0,0.0,0.0,0.0,0.0,0.0,0.0
stats,minecraft:mined,minecraft:oak_fence,2.0,0.0,0.0,0.0,22.0,0.0,0.0
stats,minecraft:mined,minecraft:oak_fence_gate,6.0,0.0,0.0,0.0,0.0,0.0,0.0
stats,minecraft:mined,minecraft:oak_leaves,21.0,0.0,4.0,0.0,0.0,0.0,5.0
stats,minecraft:mined,minecraft:oak_log,138.0,0.0,17.0,0.0,127.0,0.0,296.0
stats,minecraft:mined,minecraft:oak_planks,11.0,0.0,1.0,0.0,0.0,0.0,0.0
stats,minecraft:mined,minecraft:oak_slab,3.0,0.0,1.0,0.0,5.0,0.0,0.0
stats,minecraft:mined,minecraft:oak_stairs,13.0,0.0,0.0,0.0,0.0,0.0,0.0
stats,minecraft:mined,minecraft:oak_trapdoor,29.0,0.0,2.0,0.0,0.0,0.0,0.0
stats,minecraft:mined,minecraft:oak_wall_hanging_sign,2.0,0.0,0.0,0.0,0.0,0.0,0.0
stats,minecraft:mined,minecraft:oak_wood,165.0,0.0,0.0,0.0,97.0,0.0,108.0
stats,minecraft:mined,minecraft:observer,3.0,0.0,0.0,0.0,0.0,0.0,0.0
stats,minecraft:mined,minecraft:obsidian,0.0,0.0,0.0,0.0,0.0,0.0,13.0
stats,minecraft:mined,minecraft:oxeye_daisy,38.0,0.0,0.0,0.0,0.0,0.0,0.0
stats,minecraft:mined,minecraft:packed_mud,33.0,0.0,0.0,0.0,0.0,0.0,0.0
stats,minecraft:mined,minecraft:player_head,0.0,0.0,0.0,0.0,1.0,0.0,1.0
stats,minecraft:mined,minecraft:podzol,216.0,0.0,1.0,0.0,0.0,0.0,0.0
stats,minecraft:mined,minecraft:pointed_dripstone,7.0,0.0,0.0,0.0,0.0,0.0,15.0
stats,minecraft:mined,minecraft:polished_andesite,18.0,0.0,0.0,0.0,0.0,0.0,0.0
stats,minecraft:mined,minecraft:polished_deepslate,0.0,0.0,0.0,0.0,0.0,0.0,25.0
stats,minecraft:mined,minecraft:poppy,0.0,0.0,0.0,5.0,0.0,0.0,0.0
stats,minecraft:mined,minecraft:potted_spruce_sapling,0.0,1.0,0.0,0.0,0.0,0.0,0.0
stats,minecraft:mined,minecraft:powder_snow,0.0,0.0,0.0,0.0,0.0,0.0,12.0
stats,minecraft:mined,minecraft:pumpkin,33.0,1.0,0.0,0.0,0.0,0.0,0.0
stats,minecraft:mined,minecraft:pumpkin_stem,3.0,0.0,0.0,0.0,0.0,0.0,0.0
stats,minecraft:mined,minecraft:quartz_block,5.0,0.0,0.0,0.0,0.0,0.0,0.0
stats,minecraft:mined,minecraft:raw_gold_block,7.0,0.0,3.0,0.0,0.0,0.0,0.0
stats,minecraft:mined,minecraft:raw_iron_block,22.0,0.0,0.0,0.0,0.0,0.0,0.0
stats,minecraft:mined,minecraft:redstone_block,0.0,0.0,2.0,0.0,0.0,0.0,2.0
stats,minecraft:mined,minecraft:redstone_lamp,0.0,0.0,0.0,0.0,0.0,0.0,2.0
stats,minecraft:mined,minecraft:redstone_ore,2.0,0.0,1.0,0.0,0.0,0.0,0.0
stats,minecraft:mined,minecraft:redstone_torch,0.0,0.0,0.0,0.0,0.0,0.0,4.0
stats,minecraft:mined,minecraft:redstone_wall_torch,0.0,0.0,0.0,0.0,0.0,0.0,8.0
stats,minecraft:mined,minecraft:redstone_wire,26.0,0.0,0.0,0.0,0.0,0.0,34.0
stats,minecraft:mined,minecraft:repeater,40.0,0.0,0.0,0.0,0.0,0.0,11.0
stats,minecraft:mined,minecraft:respawn_anchor,1.0,0.0,0.0,0.0,0.0,0.0,0.0
stats,minecraft:mined,minecraft:rooted_dirt,200.0,0.0,1.0,0.0,0.0,0.0,0.0
stats,minecraft:mined,minecraft:sand,7.0,0.0,38.0,0.0,0.0,0.0,138.0
stats,minecraft:mined,minecraft:sandstone,0.0,0.0,0.0,0.0,0.0,0.0,5.0
stats,minecraft:mined,minecraft:scaffolding,1.0,0.0,0.0,0.0,0.0,0.0,0.0
stats,minecraft:mined,minecraft:sculk,2530.0,0.0,0.0,0.0,0.0,0.0,296.0
stats,minecraft:mined,minecraft:sculk_catalyst,5.0,0.0,0.0,0.0,0.0,0.0,1.0
stats,minecraft:mined,minecraft:sculk_sensor,29.0,0.0,0.0,0.0,0.0,0.0,1.0
stats,minecraft:mined,minecraft:sculk_shrieker,4.0,0.0,0.0,0.0,0.0,0.0,0.0
stats,minecraft:mined,minecraft:sculk_vein,112.0,0.0,0.0,0.0,0.0,0.0,16.0
stats,minecraft:mined,minecraft:sea_pickle,0.0,0.0,0.0,0.0,1.0,0.0,0.0
stats,minecraft:mined,minecraft:seagrass,1.0,0.0,0.0,0.0,0.0,0.0,0.0
stats,minecraft:mined,minecraft:short_grass,214.0,10.0,14.0,5.0,2.0,0.0,14.0
stats,minecraft:mined,minecraft:shroomlight,76.0,0.0,0.0,0.0,0.0,0.0,0.0
stats,minecraft:mined,minecraft:skeleton_skull,0.0,0.0,0.0,0.0,0.0,0.0,1.0
stats,minecraft:mined,minecraft:slime_block,6.0,0.0,0.0,0.0,0.0,0.0,0.0
stats,minecraft:mined,minecraft:smoker,2.0,0.0,0.0,0.0,0.0,0.0,0.0
stats,minecraft:mined,minecraft:smooth_basalt,0.0,0.0,0.0,0.0,0.0,0.0,25.0
stats,minecraft:mined,minecraft:snow,20.0,0.0,0.0,0.0,0.0,0.0,0.0
stats,minecraft:mined,minecraft:snow_block,175.0,0.0,0.0,0.0,0.0,0.0,0.0
stats,minecraft:mined,minecraft:soul_fire,0.0,0.0,0.0,0.0,0.0,0.0,10.0
stats,minecraft:mined,minecraft:soul_lantern,0.0,0.0,0.0,0.0,0.0,0.0,4.0
stats,minecraft:mined,minecraft:soul_sand,0.0,0.0,0.0,0.0,0.0,0.0,10.0
stats,minecraft:mined,minecraft:spawner,3.0,1.0,0.0,0.0,0.0,0.0,2.0
stats,minecraft:mined,minecraft:spruce_door,1.0,0.0,0.0,0.0,0.0,0.0,0.0
stats,minecraft:mined,minecraft:spruce_leaves,17.0,0.0,0.0,0.0,0.0,0.0,21.0
stats,minecraft:mined,minecraft:spruce_log,8.0,0.0,0.0,0.0,0.0,0.0,22.0
stats,minecraft:mined,minecraft:spruce_planks,0.0,0.0,0.0,0.0,0.0,0.0,2.0
stats,minecraft:mined,minecraft:spruce_slab,31.0,0.0,0.0,0.0,0.0,3.0,1.0
stats,minecraft:mined,minecraft:spruce_stairs,2.0,0.0,0.0,0.0,0.0,0.0,0.0
stats,minecraft:mined,minecraft:spruce_trapdoor,25.0,0.0,0.0,0.0,1.0,0.0,0.0
stats,minecraft:mined,minecraft:sticky_piston,18.0,0.0,0.0,0.0,0.0,0.0,1.0
stats,minecraft:mined,minecraft:stone,3556.0,9.0,55.0,0.0,1467.0,752.0,3758.0
stats,minecraft:mined,minecraft:stone_brick_slab,1.0,0.0,0.0,0.0,0.0,0.0,0.0
stats,minecraft:mined,minecraft:stone_brick_stairs,1.0,0.0,1.0,0.0,0.0,0.0,3.0
stats,minecraft:mined,minecraft:stone_brick_wall,0.0,0.0,0.0,0.0,5.0,0.0,0.0
stats,minecraft:mined,minecraft:stone_bricks,37.0,0.0,1.0,0.0,2.0,0.0,0.0
stats,minecraft:mined,minecraft:stone_slab,5.0,0.0,0.0,0.0,0.0,0.0,0.0
stats,minecraft:mined,minecraft:stonecutter,1.0,0.0,0.0,0.0,0.0,0.0,2.0
stats,minecraft:mined,minecraft:stripped_dark_oak_log,1.0,0.0,0.0,0.0,0.0,0.0,0.0
stats,minecraft:mined,minecraft:stripped_jungle_wood,6.0,0.0,0.0,0.0,0.0,0.0,0.0
stats,minecraft:mined,minecraft:stripped_oak_log,6.0,0.0,0.0,0.0,0.0,0.0,2.0
stats,minecraft:mined,minecraft:structure_void,0.0,0.0,1.0,0.0,0.0,0.0,0.0
stats,minecraft:mined,minecraft:sunflower,17.0,0.0,0.0,0.0,0.0,0.0,0.0
stats,minecraft:mined,minecraft:suspicious_gravel,0.0,0.0,0.0,0.0,0.0,0.0,12.0
stats,minecraft:mined,minecraft:tall_grass,20.0,0.0,1.0,1.0,3.0,0.0,3.0
stats,minecraft:mined,minecraft:target,0.0,0.0,0.0,0.0,0.0,0.0,1.0
stats,minecraft:mined,minecraft:tnt,10.0,0.0,0.0,0.0,0.0,0.0,0.0
stats,minecraft:mined,minecraft:torch,2.0,0.0,0.0,0.0,0.0,0.0,0.0
stats,minecraft:mined,minecraft:tuff,2344.0,0.0,0.0,0.0,1.0,48.0,37.0
stats,minecraft:mined,minecraft:vine,0.0,0.0,20.0,0.0,0.0,0.0,0.0
stats,minecraft:mined,minecraft:waxed_weathered_cut_copper_stairs,0.0,0.0,2.0,0.0,0.0,0.0,0.0
stats,minecraft:mined,minecraft:wheat,32.0,0.0,0.0,0.0,0.0,0.0,82.0
stats,minecraft:mined,minecraft:white_concrete,0.0,0.0,0.0,0.0,11.0,0.0,0.0
stats,minecraft:mined,minecraft:white_stained_glass_pane,0.0,1.0,0.0,0.0,0.0,0.0,0.0
stats,minecraft:mined,minecraft:wither_skeleton_skull,1.0,0.0,1.0,0.0,0.0,0.0,0.0
stats,minecraft:mined,minecraft:yellow_stained_glass_pane,0.0,1.0,0.0,0.0,0.0,0.0,0.0
stats,minecraft:mined,minerally:coal_pile,0.0,0.0,6.0,0.0,1.0,0.0,1.0
stats,minecraft:mined,minerally:coal_pile_0,0.0,0.0,5.0,0.0,1.0,0.0,1.0
stats,minecraft:mined,minerally:coal_pile_1,0.0,0.0,5.0,0.0,1.0,0.0,1.0
stats,minecraft:mined,minerally:copper_pile,0.0,0.0,6.0,0.0,0.0,0.0,0.0
stats,minecraft:mined,minerally:copper_pile_0,0.0,0.0,6.0,0.0,0.0,0.0,0.0
stats,minecraft:mined,minerally:copper_pile_1,0.0,0.0,6.0,0.0,0.0,0.0,0.0
stats,minecraft:mined,minerally:deepslate_coal_pile,0.0,0.0,0.0,0.0,5.0,0.0,0.0
stats,minecraft:mined,minerally:deepslate_coal_pile_0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
stats,minecraft:mined,minerally:deepslate_coal_pile_1,0.0,0.0,0.0,0.0,5.0,0.0,0.0
stats,minecraft:mined,minerally:deepslate_copper_pile,0.0,0.0,0.0,0.0,2.0,0.0,0.0
stats,minecraft:mined,minerally:deepslate_diamond_crystal,2.0,0.0,0.0,0.0,1.0,0.0,0.0
stats,minecraft:mined,minerally:deepslate_diamond_crystal_0,2.0,0.0,0.0,0.0,1.0,0.0,0.0
stats,minecraft:mined,minerally:deepslate_diamond_crystal_1,2.0,0.0,0.0,0.0,1.0,0.0,0.0
stats,minecraft:mined,minerally:deepslate_emerald_crystal,1.0,0.0,0.0,0.0,1.0,0.0,2.0
stats,minecraft:mined,minerally:deepslate_emerald_crystal_0,1.0,0.0,0.0,0.0,1.0,0.0,2.0
stats,minecraft:mined,minerally:deepslate_emerald_crystal_1,1.0,0.0,0.0,0.0,1.0,0.0,2.0
stats,minecraft:mined,minerally:deepslate_geode,3.0,0.0,0.0,0.0,1.0,0.0,1.0
stats,minecraft:mined,minerally:deepslate_gold_pile,1.0,0.0,0.0,0.0,2.0,0.0,1.0
stats,minecraft:mined,minerally:deepslate_gold_pile_0,1.0,0.0,0.0,0.0,2.0,0.0,1.0
stats,minecraft:mined,minerally:deepslate_gold_pile_1,1.0,0.0,0.0,0.0,2.0,0.0,1.0
stats,minecraft:mined,minerally:deepslate_iron_pile,0.0,0.0,1.0,0.0,5.0,0.0,0.0
stats,minecraft:mined,minerally:deepslate_iron_pile_0,0.0,0.0,1.0,0.0,5.0,0.0,0.0
stats,minecraft:mined,minerally:deepslate_iron_pile_1,0.0,0.0,1.0,0.0,5.0,0.0,0.0
stats,minecraft:mined,minerally:deepslate_lapis_pile,0.0,0.0,0.0,0.0,0.0,0.0,1.0
stats,minecraft:mined,minerally:deepslate_lapis_pile_0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
stats,minecraft:mined,minerally:deepslate_lapis_pile_1,0.0,0.0,0.0,0.0,0.0,0.0,1.0
stats,minecraft:mined,minerally:deepslate_redstone_pile,0.0,0.0,0.0,0.0,1.0,0.0,0.0
stats,minecraft:mined,minerally:deepslate_redstone_pile_0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
stats,minecraft:mined,minerally:deepslate_redstone_pile_1,0.0,0.0,0.0,0.0,2.0,0.0,0.0
stats,minecraft:mined,minerally:diamond_crystal,0.0,0.0,1.0,0.0,0.0,0.0,0.0
stats,minecraft:mined,minerally:diamond_crystal_0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
stats,minecraft:mined,minerally:diamond_crystal_1,0.0,0.0,1.0,0.0,0.0,0.0,0.0
stats,minecraft:mined,minerally:diamond_rock,1.0,0.0,0.0,0.0,1.0,1.0,0.0
stats,minecraft:mined,minerally:emerald_crystal,1.0,0.0,1.0,0.0,0.0,0.0,0.0
stats,minecraft:mined,minerally:emerald_crystal_0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
stats,minecraft:mined,minerally:emerald_crystal_1,1.0,0.0,1.0,0.0,0.0,0.0,0.0
stats,minecraft:mined,minerally:emerald_rock,0.0,0.0,0.0,0.0,0.0,0.0,1.0
stats,minecraft:mined,minerally:geode,3.0,0.0,4.0,0.0,0.0,0.0,1.0
stats,minecraft:mined,minerally:gold_pile,0.0,0.0,3.0,0.0,0.0,0.0,1.0
stats,minecraft:mined,minerally:gold_pile_0,0.0,0.0,2.0,0.0,0.0,0.0,1.0
stats,minecraft:mined,minerally:gold_pile_1,0.0,0.0,2.0,0.0,0.0,0.0,1.0
stats,minecraft:mined,minerally:gold_rock,2.0,0.0,0.0,0.0,0.0,1.0,0.0
stats,minecraft:mined,minerally:iron_pile,3.0,0.0,10.0,0.0,0.0,0.0,1.0
stats,minecraft:mined,minerally:iron_pile_0,3.0,0.0,10.0,0.0,0.0,0.0,1.0
stats,minecraft:mined,minerally:iron_pile_1,3.0,0.0,10.0,0.0,0.0,0.0,1.0
stats,minecraft:mined,minerally:iron_rock,0.0,0.0,0.0,0.0,0.0,1.0,0.0
stats,minecraft:mined,minerally:lapis_pile,0.0,0.0,9.0,0.0,0.0,0.0,0.0
stats,minecraft:mined,minerally:lapis_pile_0,0.0,0.0,9.0,0.0,0.0,0.0,0.0
stats,minecraft:mined,minerally:lapis_pile_1,0.0,0.0,9.0,0.0,0.0,0.0,0.0
stats,minecraft:mined,minerally:lapis_rock,1.0,0.0,0.0,0.0,0.0,0.0,0.0
stats,minecraft:mined,minerally:redstone_pile,0.0,0.0,3.0,0.0,0.0,0.0,0.0
stats,minecraft:mined,minerally:redstone_pile_0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
stats,minecraft:mined,minerally:redstone_pile_1,0.0,0.0,3.0,0.0,0.0,0.0,0.0
stats,minecraft:mined,nightlights:frog_brown,0.0,0.0,0.0,1.0,0.0,0.0,0.0
stats,minecraft:mined,numismatic-overhaul:inexhaustible_shop,2.0,1.0,0.0,0.0,0.0,0.0,0.0
stats,minecraft:mined,pokeblocks:pokedoll_mimikyu,1.0,0.0,0.0,0.0,0.0,0.0,0.0
stats,minecraft:mined,pokeblocks:pokedoll_phantump,1.0,0.0,0.0,0.0,0.0,0.0,0.0
stats,minecraft:mined,pokeblocks:pokedoll_pumpkaboo,1.0,0.0,0.0,0.0,0.0,0.0,0.0
stats,minecraft:mined,pokeblocks:pokedoll_shiny_rowlet,1.0,0.0,0.0,0.0,0.0,0.0,0.0
stats,minecraft:mined,rechiseled:glowstone_brick_pattern,1.0,0.0,0.0,0.0,0.0,0.0,0.0
stats,minecraft:mined,regions_unexplored:ash_vent,2.0,0.0,0.0,0.0,0.0,0.0,5.0
stats,minecraft:mined,regions_unexplored:blackwood_leaves,30.0,0.0,0.0,0.0,0.0,0.0,9.0
stats,minecraft:mined,regions_unexplored:blackwood_log,80.0,0.0,0.0,0.0,0.0,0.0,0.0
stats,minecraft:mined,regions_unexplored:blue_bioshroom,0.0,0.0,0.0,0.0,0.0,0.0,1.0
stats,minecraft:mined,regions_unexplored:blue_lupine,17.0,0.0,0.0,1.0,0.0,0.0,0.0
stats,minecraft:mined,regions_unexplored:clover,171.0,0.0,0.0,4.0,0.0,0.0,0.0
stats,minecraft:mined,regions_unexplored:daisy,30.0,0.0,0.0,0.0,0.0,0.0,0.0
stats,minecraft:mined,regions_unexplored:felicia_daisy,32.0,0.0,0.0,0.0,0.0,0.0,0.0
stats,minecraft:mined,regions_unexplored:fireweed,16.0,1.0,0.0,0.0,0.0,0.0,0.0
stats,minecraft:mined,regions_unexplored:hyssop,11.0,1.0,0.0,0.0,1.0,0.0,1.0
stats,minecraft:mined,regions_unexplored:magnolia_log,15.0,0.0,0.0,0.0,0.0,0.0,28.0
stats,minecraft:mined,regions_unexplored:maple_leaves,29.0,0.0,0.0,0.0,0.0,0.0,0.0
stats,minecraft:mined,regions_unexplored:maple_log,8.0,0.0,0.0,0.0,0.0,0.0,8.0
stats,minecraft:mined,regions_unexplored:maple_shrub,0.0,0.0,0.0,0.0,0.0,0.0,1.0
stats,minecraft:mined,regions_unexplored:mauve_log,0.0,0.0,0.0,0.0,2.0,0.0,0.0
stats,minecraft:mined,regions_unexplored:mauve_planks,0.0,0.0,0.0,0.0,4.0,0.0,0.0
stats,minecraft:mined,regions_unexplored:medium_grass,122.0,3.0,1.0,0.0,2.0,0.0,2.0
stats,minecraft:mined,regions_unexplored:mossy_stone,11.0,0.0,0.0,0.0,4.0,0.0,0.0
stats,minecraft:mined,regions_unexplored:peat_dirt,0.0,2.0,0.0,0.0,0.0,0.0,0.0
stats,minecraft:mined,regions_unexplored:peat_grass_block,0.0,2.0,0.0,0.0,0.0,0.0,0.0
stats,minecraft:mined,regions_unexplored:pine_leaves,2.0,0.0,0.0,0.0,0.0,0.0,0.0
stats,minecraft:mined,regions_unexplored:pine_log,14.0,0.0,0.0,0.0,0.0,0.0,0.0
stats,minecraft:mined,regions_unexplored:pink_bioshroom,0.0,0.0,0.0,1.0,0.0,0.0,0.0
stats,minecraft:mined,regions_unexplored:pink_lupine,21.0,0.0,1.0,0.0,0.0,0.0,0.0
stats,minecraft:mined,regions_unexplored:purple_lupine,21.0,0.0,0.0,1.0,0.0,0.0,0.0
stats,minecraft:mined,regions_unexplored:red_lupine,1.0,0.0,0.0,0.0,0.0,0.0,0.0
stats,minecraft:mined,regions_unexplored:sandy_tall_grass,0.0,0.0,0.0,0.0,1.0,0.0,0.0
stats,minecraft:mined,regions_unexplored:silt_dirt,0.0,0.0,1.0,0.0,0.0,0.0,0.0
stats,minecraft:mined,regions_unexplored:silver_birch_log,0.0,0.0,0.0,0.0,0.0,0.0,11.0
stats,minecraft:mined,regions_unexplored:small_oak_leaves,1.0,0.0,4.0,0.0,0.0,0.0,0.0
stats,minecraft:mined,regions_unexplored:small_oak_log,0.0,0.0,0.0,0.0,0.0,0.0,1.0
stats,minecraft:mined,regions_unexplored:stone_grass_block,8.0,0.0,0.0,0.0,0.0,0.0,0.0
stats,minecraft:mined,regions_unexplored:volcanic_ash,2.0,0.0,0.0,0.0,0.0,0.0,110.0
stats,minecraft:mined,regions_unexplored:willow_leaves,1.0,0.0,0.0,0.0,0.0,0.0,0.0
stats,minecraft:mined,regions_unexplored:willow_log,84.0,0.0,0.0,0.0,0.0,0.0,0.0
stats,minecraft:mined,regions_unexplored:yellow_lupine,5.0,0.0,0.0,0.0,0.0,0.0,0.0
stats,minecraft:mined,sophisticatedstorage:gold_chest,4.0,0.0,0.0,0.0,0.0,0.0,0.0
stats,minecraft:mined,sophisticatedstorage:iron_chest,12.0,0.0,0.0,0.0,0.0,0.0,0.0
stats,minecraft:mined,stoneworks:andesite_tiles,0.0,0.0,0.0,0.0,1.0,0.0,0.0
stats,minecraft:mined,stoneworks:stone_pillar,0.0,0.0,0.0,0.0,2.0,0.0,0.0
stats,minecraft:mined,stoneworks:stone_plates,0.0,0.0,0.0,0.0,1.0,0.0,0.0
stats,minecraft:mined,stoneworks:stone_tile_wall,0.0,0.0,0.0,0.0,7.0,0.0,0.0
stats,minecraft:mined,stoneworks:stone_tiles,0.0,0.0,0.0,0.0,3.0,0.0,0.0
stats,minecraft:mined,visualworkbench:minecraft/crafting_table,0.0,0.0,3.0,0.0,3.0,0.0,5.0
stats,minecraft:mined,visualworkbench:minecraft/smithing_table,2.0,0.0,0.0,0.0,0.0,0.0,1.0
stats,minecraft:picked_up,academy:card_album,0.0,1.0,0.0,0.0,0.0,1.0,0.0
stats,minecraft:picked_up,academy:lunar_forecast_hologram,0.0,0.0,0.0,0.0,0.0,1.0,0.0
stats,minecraft:picked_up,academy:shiny_fossil,4.0,0.0,0.0,0.0,0.0,68.0,0.0
stats,minecraft:picked_up,another_furniture:dark_oak_shelf,1.0,0.0,0.0,0.0,0.0,0.0,0.0
stats,minecraft:picked_up,another_furniture:spruce_bench,1.0,0.0,0.0,0.0,0.0,0.0,0.0
stats,minecraft:picked_up,arts_and_crafts:cobbled_marlot_pietraforte,3.0,0.0,0.0,0.0,0.0,0.0,0.0
stats,minecraft:picked_up,arts_and_crafts:cobbled_verdant_pietraforte,3.0,0.0,0.0,0.0,0.0,0.0,0.0
stats,minecraft:picked_up,arts_and_crafts:soapstone,3.0,0.0,0.0,0.0,0.0,0.0,78.0
stats,minecraft:picked_up,beautify:bookstack,0.0,0.0,0.0,1.0,0.0,0.0,0.0
stats,minecraft:picked_up,biomeswevegone:cattail_sprout,0.0,0.0,1.0,0.0,0.0,0.0,0.0
stats,minecraft:picked_up,biomeswevegone:hydrangea_bush,0.0,0.0,0.0,1.0,0.0,0.0,0.0
stats,minecraft:picked_up,cloudboots:iron_cloud_boots,0.0,1.0,0.0,0.0,0.0,0.0,0.0
stats,minecraft:picked_up,cloudboots:netherite_cloud_boots,2.0,0.0,0.0,0.0,0.0,0.0,1.0
stats,minecraft:picked_up,cobblefurnies:dark_fridge,0.0,0.0,0.0,1.0,0.0,0.0,0.0
stats,minecraft:picked_up,cobblefurnies:light_fridge,1.0,0.0,0.0,0.0,0.0,0.0,0.0
stats,minecraft:picked_up,cobblemon:air_balloon,1.0,0.0,0.0,0.0,0.0,0.0,0.0
stats,minecraft:picked_up,cobblemon:azure_ball,0.0,0.0,0.0,0.0,0.0,0.0,4.0
stats,minecraft:picked_up,cobblemon:big_root,7.0,0.0,0.0,0.0,0.0,0.0,4.0
stats,minecraft:picked_up,cobblemon:black_augurite,1.0,0.0,0.0,0.0,0.0,0.0,0.0
stats,minecraft:picked_up,cobblemon:black_sludge,1.0,0.0,0.0,0.0,0.0,0.0,0.0
stats,minecraft:picked_up,cobblemon:charti_berry,1.0,0.0,0.0,0.0,0.0,0.0,0.0
stats,minecraft:picked_up,cobblemon:cherish_ball,0.0,0.0,0.0,0.0,0.0,0.0,2.0
stats,minecraft:picked_up,cobblemon:dawn_stone,1.0,0.0,0.0,0.0,2.0,0.0,1.0
stats,minecraft:picked_up,cobblemon:destiny_knot,0.0,0.0,1.0,0.0,0.0,0.0,0.0
stats,minecraft:picked_up,cobblemon:dire_hit,1.0,0.0,0.0,0.0,0.0,0.0,0.0
stats,minecraft:picked_up,cobblemon:dome_fossil,0.0,0.0,0.0,0.0,0.0,1.0,0.0
stats,minecraft:picked_up,cobblemon:dusk_ball,0.0,2.0,0.0,0.0,0.0,0.0,0.0
stats,minecraft:picked_up,cobblemon:dusk_stone,1.0,0.0,0.0,0.0,0.0,0.0,1.0
stats,minecraft:picked_up,cobblemon:exp_candy_m,0.0,0.0,1.0,0.0,0.0,0.0,0.0
stats,minecraft:picked_up,cobblemon:exp_candy_s,0.0,0.0,1.0,0.0,0.0,0.0,0.0
stats,minecraft:picked_up,cobblemon:fossil_analyzer,0.0,0.0,0.0,0.0,0.0,1.0,1.0
stats,minecraft:picked_up,cobblemon:gilded_chest,0.0,0.0,2.0,0.0,0.0,0.0,0.0
stats,minecraft:picked_up,cobblemon:great_ball,5.0,0.0,53.0,0.0,0.0,0.0,0.0
stats,minecraft:picked_up,cobblemon:green_mint_leaf,9.0,0.0,0.0,0.0,0.0,0.0,0.0
stats,minecraft:picked_up,cobblemon:green_mint_seeds,3.0,0.0,0.0,0.0,0.0,0.0,0.0
stats,minecraft:picked_up,cobblemon:hard_stone,1.0,0.0,0.0,0.0,0.0,0.0,1.0
stats,minecraft:picked_up,cobblemon:healing_machine,0.0,0.0,0.0,0.0,0.0,0.0,1.0
stats,minecraft:picked_up,cobblemon:helix_fossil,0.0,0.0,0.0,0.0,0.0,1.0,0.0
stats,minecraft:picked_up,cobblemon:kings_rock,2.0,0.0,1.0,0.0,0.0,0.0,0.0
stats,minecraft:picked_up,cobblemon:link_cable,0.0,0.0,0.0,0.0,0.0,1.0,0.0
stats,minecraft:picked_up,cobblemon:master_ball,1.0,4.0,0.0,1.0,0.0,0.0,2.0
stats,minecraft:picked_up,cobblemon:max_revive,0.0,0.0,0.0,0.0,0.0,64.0,0.0
stats,minecraft:picked_up,cobblemon:medicinal_leek,0.0,0.0,0.0,0.0,0.0,0.0,3.0
stats,minecraft:picked_up,cobblemon:monitor,4.0,0.0,0.0,0.0,0.0,1.0,1.0
stats,minecraft:picked_up,cobblemon:moon_stone,1.0,0.0,0.0,0.0,0.0,0.0,0.0
stats,minecraft:picked_up,cobblemon:old_amber_fossil,0.0,0.0,0.0,0.0,0.0,1.0,0.0
stats,minecraft:picked_up,cobblemon:payapa_berry,1.0,0.0,0.0,0.0,0.0,0.0,0.0
stats,minecraft:picked_up,cobblemon:pc,0.0,0.0,0.0,0.0,0.0,0.0,1.0
stats,minecraft:picked_up,cobblemon:persim_berry,0.0,0.0,0.0,0.0,0.0,0.0,7.0
stats,minecraft:picked_up,cobblemon:poke_ball,68.0,91.0,28.0,70.0,6.0,11.0,31.0
stats,minecraft:picked_up,cobblemon:pokedex_red,0.0,2.0,0.0,0.0,0.0,1.0,0.0
stats,minecraft:picked_up,cobblemon:premier_ball,2.0,0.0,2.0,0.0,0.0,0.0,1.0
stats,minecraft:picked_up,cobblemon:rare_candy,0.0,0.0,2.0,0.0,0.0,0.0,0.0
